id	unit	kind	pos	cefr	cefr_source	zipf
idm:lay_a_finger_on	lay a finger on	idiom		B2	derived	0.00
idm:lay_an_anchor_to_the_windward	lay an anchor to the windward	idiom		B2	derived	0.00
idm:lay_an_egg	lay an egg	idiom		B2	derived	0.00
idm:lay_at_someone_s_door	lay at someone's door	idiom		B2	derived	0.00
idm:lay_by_the_heels	lay by the heels	idiom		B2	derived	0.00
idm:lay_claim	lay claim	idiom		B2	derived	0.00
idm:lay_down_the_law	lay down the law	idiom		B2	derived	0.00
idm:lay_down_the_marker	lay down the marker	idiom		B2	derived	0.00
idm:lay_eggs	lay eggs	idiom		B2	derived	0.00
idm:lay_eyes_on	lay eyes on	idiom		B2	derived	0.00
idm:lay_hands_on	lay hands on	idiom		B2	derived	0.00
idm:lay_in_lavender	lay in lavender	idiom		B2	derived	0.00
idm:lay_it_on	lay it on	idiom		B2	derived	0.00
idm:lay_it_on_thick	lay it on thick	idiom		B2	derived	0.00
idm:lay_odds	lay odds	idiom		B2	derived	0.00
idm:lay_off	lay off	idiom		B2	derived	0.00
idm:lay_of_the_land	lay of the land	idiom		B2	derived	0.00
idm:lay_on	lay on	idiom		B2	derived	0.00
idm:lay_one_s_head	lay one's head	idiom		B2	derived	0.00
idm:lay_one_s_tongue_to	lay one's tongue to	idiom		B2	derived	0.00
idm:lay_on_the_line	lay on the line	idiom		B2	derived	0.00
idm:lay_over	lay over	idiom		B2	derived	0.00
idm:lay_something_at_the_feet_of	lay something at the feet of	idiom		B2	derived	0.00
idm:lay_store_by	lay store by	idiom		B2	derived	0.00
idm:lay_the_groundwork	lay the groundwork	idiom		B2	derived	0.00
idm:lay_the_wood	lay the wood	idiom		B2	derived	0.00
idm:lay_to_rest	lay to rest	idiom		B2	derived	0.00
idm:lead_by_the_nose	lead by the nose	idiom		B1	derived	0.00
idm:lead_foot	lead foot	idiom		B1	derived	0.00
idm:leading_light	leading light	idiom		B2	derived	0.00
idm:lead_nowhere	lead nowhere	idiom		B1	derived	0.00
idm:lead_on	lead on	idiom		B1	derived	0.00
idm:lead_someone_to_the_altar	lead someone to the altar	idiom		B1	derived	0.00
idm:lead_someone_up_the_garden_path	lead someone up the garden path	idiom		B1	derived	0.00
idm:lead_the_line	lead the line	idiom		B1	derived	0.00
idm:lead_time	lead time	idiom		B1	derived	0.00
idm:lead_up_to	lead up to	idiom		B1	derived	0.00
idm:lead_with_one_s_chin	lead with one's chin	idiom		B1	derived	0.00
idm:leap_out	leap out	idiom		B2	derived	0.00
idm:leaps_and_bounds	leaps and bounds	idiom		C1	derived	0.00
idm:leap_to_mind	leap to mind	idiom		B2	derived	0.00
idm:learned_profession	learned profession	idiom		B2	derived	0.00
idm:learn_one_s_place	learn one's place	idiom		A2	derived	0.00
idm:learn_to_walk_before_one_can_run	learn to walk before one can run	idiom		A2	derived	0.00
idm:leave_a_sour_taste_in_one_s_mouth	leave a sour taste in one's mouth	idiom		A2	derived	0.00
idm:leave_at_the_door	leave at the door	idiom		A2	derived	0.00
idm:leave_behind	leave behind	idiom		A2	derived	0.00
idm:leave_for_dust	leave for dust	idiom		A2	derived	0.00
idm:leave_home	leave home	idiom		A2	derived	0.00
idm:leave_it_all_on_the_field	leave it all on the field	idiom		A2	derived	0.00
idm:leave_it_alone	leave it alone	idiom		A2	derived	0.00
idm:leave_it_at_that	leave it at that	idiom		A2	derived	0.00
idm:leave_it_be	leave it be	idiom		A2	derived	0.00
idm:leave_no_crumbs	leave no crumbs	idiom		A2	derived	0.00
idm:leave_no_stone_unturned	leave no stone unturned	idiom		A2	derived	0.00
idm:leave_off	leave off	idiom		A2	derived	0.00
idm:leave_on	leave on	idiom		A2	derived	0.00
idm:leave_someone_at_the_altar	leave someone at the altar	idiom		A2	derived	0.00
idm:leave_someone_high_and_dry	leave someone high and dry	idiom		A2	derived	0.00
idm:leave_someone_holding_the_baby	leave someone holding the baby	idiom		A2	derived	0.00
idm:leave_someone_in_the_dust	leave someone in the dust	idiom		A2	derived	0.00
idm:leave_someone_in_the_lurch	leave someone in the lurch	idiom		A2	derived	0.00
idm:leave_someone_no_choice	leave someone no choice	idiom		A2	derived	0.00
idm:leave_someone_out_in_the_cold	leave someone out in the cold	idiom		A2	derived	0.00
idm:leave_someone_to_their_fate	leave someone to their fate	idiom		A2	derived	0.00
idm:leave_someone_to_their_own_devices	leave someone to their own devices	idiom		A2	derived	0.00
idm:leave_something_to_be_desired	leave something to be desired	idiom		A2	derived	0.00
idm:leave_the_ball_in_someone_s_court	leave the ball in someone's court	idiom		A2	derived	0.00
idm:leave_the_door_open	leave the door open	idiom		A2	derived	0.00
idm:leave_the_nest	leave the nest	idiom		A2	derived	0.00
idm:leave_things_alone	leave things alone	idiom		A2	derived	0.00
idm:leave_things_be	leave things be	idiom		A2	derived	0.00
idm:leave_to_the_imagination	leave to the imagination	idiom		A2	derived	0.00
idm:left_handed_compliment	left-handed compliment	idiom		C1	derived	0.00
idm:left_hook	left hook	idiom		A2	derived	0.00
idm:left_turn	left turn	idiom		A2	derived	0.00
idm:legal_beagle	legal beagle	idiom		B2	derived	0.00
idm:legal_duty	legal duty	idiom		B2	derived	0.00
idm:legend_in_one_s_own_lifetime	legend in one's own lifetime	idiom		C1	derived	0.00
idm:legend_in_one_s_own_lunchtime	legend in one's own lunchtime	idiom		C1	derived	0.00
idm:lemon_law	lemon law	idiom		B1	derived	0.00
idm:lend_a_hand	lend a hand	idiom		B1	derived	0.00
idm:lend_an_ear	lend an ear	idiom		B1	derived	0.00
idm:lend_itself_to	lend itself to	idiom		B1	derived	0.00
idm:length_and_breadth	length and breadth	idiom		B2	derived	0.00
idm:les_jeux_sont_faits	les jeux sont faits	idiom		C1	derived	0.00
idm:lesser_of_two_evils	lesser of two evils	idiom		C1	derived	0.00
idm:lessons_learned	lessons learned	idiom		B2	derived	0.00
idm:let_alone	let alone	idiom		A2	derived	0.00
idm:let_a_sleeping_dog_lie	let a sleeping dog lie	idiom		A2	derived	0.00
idm:let_bygones_be_bygones	let bygones be bygones	idiom		A2	derived	0.00
idm:let_crazy_stick_its_dick_in_you	let crazy stick its dick in you	idiom		A2	derived	0.00
idm:let_down	let down	idiom		A2	derived	0.00
idm:let_drive	let drive	idiom		A2	derived	0.00
idm:let_fly	let fly	idiom		A2	derived	0.00
idm:let_go_and_let_god	let go and let god	idiom		A2	derived	0.00
idm:let_it_all_hang_out	let it all hang out	idiom		A2	derived	0.00
idm:let_it_alone	let it alone	idiom		A2	derived	0.00
idm:let_it_be	let it be	idiom		A2	derived	0.00
idm:let_loose	let loose	idiom		A2	derived	0.00
idm:let_me_tell_you	let me tell you	idiom		A2	derived	0.00
idm:let_nature_take_its_course	let nature take its course	idiom		A2	derived	0.00
idm:let_off	let off	idiom		A2	derived	0.00
idm:let_on	let on	idiom		A2	derived	0.00
idm:let_one_go	let one go	idiom		A2	derived	0.00
idm:let_oneself_go	let oneself go	idiom		A2	derived	0.00
idm:let_one_s_fingers_do_the_walking	let one's fingers do the walking	idiom		A2	derived	0.00
idm:let_one_s_hair_down	let one's hair down	idiom		A2	derived	0.00
idm:let_s_be_having_you	let's be having you	idiom		C2	derived	0.00
idm:let_s_get_the_party_started	let's get the party started	idiom		C2	derived	0.00
idm:let_s_get_this_circus_on_the_road	let's get this circus on the road	idiom		C2	derived	0.00
idm:let_sleeping_dogs_lie	let sleeping dogs lie	idiom		A2	derived	0.00
idm:let_slide	let slide	idiom		A2	derived	0.00
idm:let_slip	let slip	idiom		A2	derived	0.00
idm:let_s_not_and_say_we_did	let's not and say we did	idiom		C2	derived	0.00
idm:let_someone_down_gently	let someone down gently	idiom		A2	derived	0.00
idm:let_someone_go	let someone go	idiom		A2	derived	0.00
idm:let_someone_have_it	let someone have it	idiom		A2	derived	0.00
idm:let_something_slip	let something slip	idiom		A2	derived	0.00
idm:letters_after_one_s_name	letters after one's name	idiom		B2	derived	0.00
idm:let_that_sink_in	let that sink in	idiom		A2	derived	0.00
idm:let_the_buyer_beware	let the buyer beware	idiom		A2	derived	0.00
idm:let_the_cat_out_of_the_bag	let the cat out of the bag	idiom		A2	derived	0.00
idm:let_the_chips_fall_where_they_may	let the chips fall where they may	idiom		A2	derived	0.00
idm:let_the_grass_grow_under_one_s_feet	let the grass grow under one's feet	idiom		A2	derived	0.00
idm:let_them_eat_cake	let them eat cake	idiom		A2	derived	0.00
idm:let_the_perfect_be_the_enemy_of_the_good	let the perfect be the enemy of the good	idiom		A2	derived	0.00
idm:let_things_alone	let things alone	idiom		A2	derived	0.00
idm:let_things_be	let things be	idiom		A2	derived	0.00
idm:let_this_cup_pass_from_me	let this cup pass from me	idiom		A2	derived	0.00
idm:let_well_alone	let well alone	idiom		A2	derived	0.00
idm:level_best	level best	idiom		B1	derived	0.00
idm:level_off	level off	idiom		B1	derived	0.00
idm:level_to_the_ground	level to the ground	idiom		B1	derived	0.00
idm:level_with	level with	idiom		B1	derived	0.00
idm:libel_chill	libel chill	idiom		C2	derived	0.00
idm:licence_to_print_money	licence to print money	idiom		B1	derived	0.00
idm:lick_and_a_promise	lick and a promise	idiom		C1	derived	0.00
idm:lick_into_shape	lick into shape	idiom		C1	derived	0.00
idm:lick_log	lick log	idiom		C1	derived	0.00
idm:lick_my_balls	lick my balls	idiom		C1	derived	0.00
idm:lick_one_s_chops	lick one's chops	idiom		C1	derived	0.00
idm:lick_one_s_wounds	lick one's wounds	idiom		C1	derived	0.00
idm:lick_out	lick out	idiom		C1	derived	0.00
idm:lick_someone_s_ass	lick someone's ass	idiom		C1	derived	0.00
idm:lick_someone_s_balls	lick someone's balls	idiom		C1	derived	0.00
idm:lick_the_pants_off	lick the pants off	idiom		C1	derived	0.00
idm:lie_at_someone_s_door	lie at someone's door	idiom		B1	derived	0.00
idm:lie_back_and_think_of_england	lie back and think of england	idiom		B1	derived	0.00
idm:lie_before	lie before	idiom		B1	derived	0.00
idm:lie_ill_in_one_s_mouth	lie ill in one's mouth	idiom		B1	derived	0.00
idm:lie_in_one_s_throat	lie in one's throat	idiom		B1	derived	0.00
idm:lie_in_wait	lie in wait	idiom		B1	derived	0.00
idm:lie_low	lie low	idiom		B1	derived	0.00
idm:lie_through_one_s_teeth	lie through one's teeth	idiom		B1	derived	0.00
idm:life_and_soul_of_the_party	life and soul of the party	idiom		A2	derived	0.00
idm:life_is_too_short	life is too short	idiom		A2	derived	0.00
idm:life_of_its_own	life of its own	idiom		A2	derived	0.00
idm:life_of_riley	life of riley	idiom		A2	derived	0.00
idm:life_of_the_party	life of the party	idiom		A2	derived	0.00
idm:life_s_a_bitch	life's a bitch	idiom		C2	derived	0.00
idm:lift_a_finger_against	lift a finger against	idiom		B2	derived	0.00
idm:lift_all_boats	lift all boats	idiom		B2	derived	0.00
idm:lift_one_s_game	lift one's game	idiom		B2	derived	0.00
idm:lift_one_s_hand_against	lift one's hand against	idiom		B2	derived	0.00
idm:lift_someone_s_spirits	lift someone's spirits	idiom		B2	derived	0.00
idm:light_a_fire_under	light a fire under	idiom		A2	derived	0.00
idm:light_at_the_end_of_the_tunnel	light at the end of the tunnel	idiom		A2	derived	0.00
idm:light_bucket	light bucket	idiom		A2	derived	0.00
idm:light_bulb_moment	light-bulb moment	idiom		C2	derived	0.00
idm:lighten_someone_s_purse	lighten someone's purse	idiom		C1	derived	0.00
idm:lighten_up	lighten up	idiom		C1	derived	0.00
idm:light_in_the_loafers	light in the loafers	idiom		A2	derived	0.00
idm:light_into	light into	idiom		A2	derived	0.00
idm:lightning_fast	lightning fast	idiom		B2	derived	0.00
idm:lightning_in_a_bottle	lightning in a bottle	idiom		B2	derived	0.00
idm:lightning_strike	lightning strike	idiom		B2	derived	0.00
idm:light_of_one_s_life	light of one's life	idiom		A2	derived	0.00
idm:light_skirt	light skirt	idiom		A2	derived	0.00
idm:light_someone_s_ass_up	light someone's ass up	idiom		A2	derived	0.00
idm:lights_out	lights out	idiom		B2	derived	0.00
idm:light_the_blue_touchpaper	light the blue touchpaper	idiom		A2	derived	0.00
idm:light_up	light up	idiom		A2	derived	0.00
idm:light_up_a_room	light up a room	idiom		A2	derived	0.00
idm:like_a_bull_at_a_gate	like a bull at a gate	idiom		A2	derived	0.00
idm:like_a_champ	like a champ	idiom		A2	derived	0.00
idm:like_a_chicken_with_the_pip	like a chicken with the pip	idiom		A2	derived	0.00
idm:like_a_demon	like a demon	idiom		A2	derived	0.00
idm:like_a_duck_takes_to_water	like a duck takes to water	idiom		A2	derived	0.00
idm:like_a_duck_to_water	like a duck to water	idiom		A2	derived	0.00
idm:like_a_man_possessed	like a man possessed	idiom		A2	derived	0.00
idm:like_a_phoenix_from_the_ashes	like a phoenix from the ashes	idiom		A2	derived	0.00
idm:like_cheese_at_fourpence	like cheese at fourpence	idiom		A2	derived	0.00
idm:like_it_or_lump_it	like it or lump it	idiom		A2	derived	0.00
idm:like_no_other	like no other	idiom		A2	derived	0.00
idm:like_one_s_life_depended_on_it	like one's life depended on it	idiom		A2	derived	0.00
idm:like_someone_owns_the_place	like someone owns the place	idiom		A2	derived	0.00
idm:like_talking_to_a_wall	like talking to a wall	idiom		A2	derived	0.00
idm:like_that	like that	idiom		A2	derived	0.00
idm:like_there_is_no_tomorrow	like there is no tomorrow	idiom		A2	derived	0.00
idm:like_the_sound_of_one_s_own_voice	like the sound of one's own voice	idiom		A2	derived	0.00
idm:like_water_off_a_duck_s_back	like water off a duck's back	idiom		A2	derived	0.00
idm:line_in_the_sand	line in the sand	idiom		A2	derived	0.00
idm:line_of_attack	line of attack	idiom		A2	derived	0.00
idm:line_of_country	line of country	idiom		A2	derived	0.00
idm:line_of_fire	line of fire	idiom		A2	derived	0.00
idm:line_of_questioning	line of questioning	idiom		A2	derived	0.00
idm:line_one_s_pockets	line one's pockets	idiom		A2	derived	0.00
idm:line_someone_s_pockets	line someone's pockets	idiom		A2	derived	0.00
idm:line_up_one_s_ducks	line up one's ducks	idiom		A2	derived	0.00
idm:linger_on	linger on	idiom		C1	derived	0.00
idm:l_in_the_chat	l in the chat	idiom		B1	derived	0.00
idm:lion_s_den	lion's den	idiom		C2	derived	0.00
idm:lion_s_share	lion's share	idiom		C2	derived	0.00
idm:lip_service	lip service	idiom		B1	derived	0.00
idm:liquid_courage	liquid courage	idiom		B2	derived	0.00
idm:listen_up	listen up	idiom		A2	derived	0.00
idm:little_emperor	little emperor	idiom		A2	derived	0.00
idm:little_girl	little girl	idiom		A2	derived	0.00
idm:little_hand	little hand	idiom		A2	derived	0.00
idm:little_head	little head	idiom		A2	derived	0.00
idm:little_mad	little mad	idiom		A2	derived	0.00
idm:little_old	little old	idiom		A2	derived	0.00
idm:little_pitcher	little pitcher	idiom		A2	derived	0.00
idm:little_shit	little shit	idiom		A2	derived	0.00
idm:little_strokes_fell_great_oaks	little strokes fell great oaks	idiom		A2	derived	0.00
idm:live_a_lie	live a lie	idiom		A2	derived	0.00
idm:live_and_die_by	live and die by	idiom		A2	derived	0.00
idm:live_and_let_live	live and let live	idiom		A2	derived	0.00
idm:live_beyond_one_s_means	live beyond one's means	idiom		A2	derived	0.00
idm:live_down	live down	idiom		A2	derived	0.00
idm:live_in_sin	live in sin	idiom		A2	derived	0.00
idm:live_in_the_past	live in the past	idiom		A2	derived	0.00
idm:live_in_the_shadow_of	live in the shadow of	idiom		A2	derived	0.00
idm:live_it_up	live it up	idiom		A2	derived	0.00
idm:live_large	live large	idiom		A2	derived	0.00
idm:live_off	live off	idiom		A2	derived	0.00
idm:live_on	live on	idiom		A2	derived	0.00
idm:live_one	live one	idiom		A2	derived	0.00
idm:live_on_the_edge	live on the edge	idiom		A2	derived	0.00
idm:live_over_the_brush	live over the brush	idiom		A2	derived	0.00
idm:live_paycheck_to_paycheck	live paycheck to paycheck	idiom		A2	derived	0.00
idm:live_rent_free_in_someone_s_head	live rent-free in someone's head	idiom		A2	derived	0.00
idm:live_rent_free_in_someone_s_mind	live rent-free in someone's mind	idiom		A2	derived	0.00
idm:live_rough	live rough	idiom		A2	derived	0.00
idm:live_the_dream	live the dream	idiom		A2	derived	0.00
idm:live_to_tell_the_tale	live to tell the tale	idiom		A2	derived	0.00
idm:live_up	live up	idiom		A2	derived	0.00
idm:live_with	live with	idiom		A2	derived	0.00
idm:living_death	living death	idiom		A2	derived	0.00
idm:living_end	living end	idiom		A2	derived	0.00
idm:living_proof	living proof	idiom		A2	derived	0.00
idm:loaded_for_bear	loaded for bear	idiom		B2	derived	0.00
idm:loaded_language	loaded language	idiom		B2	derived	0.00
idm:loaded_word	loaded word	idiom		B2	derived	0.00
idm:load_of_shit	load of shit	idiom		B1	derived	0.00
idm:load_up	load up	idiom		B1	derived	0.00
idm:load_up_on	load up on	idiom		B1	derived	0.00
idm:loaf_about	loaf about	idiom		B2	derived	0.00
idm:loaf_around	loaf around	idiom		B2	derived	0.00
idm:locked_up	locked up	idiom		B2	derived	0.00
idm:locker_room_humor	locker room humor	idiom		B2	derived	0.00
idm:lock_horns	lock horns	idiom		B1	derived	0.00
idm:lock_into	lock into	idiom		B1	derived	0.00
idm:lock_someone_up_and_throw_away_the_key	lock someone up and throw away the key	idiom		B1	derived	0.00
idm:log_off	log off	idiom		B2	derived	0.00
idm:lone_gunman	lone gunman	idiom		C1	derived	0.00
idm:lone_it	lone it	idiom		C1	derived	0.00
idm:lone_ranger	lone ranger	idiom		C1	derived	0.00
idm:long_arm	long arm	idiom		A2	derived	0.00
idm:long_arm_of_the_law	long arm of the law	idiom		A2	derived	0.00
idm:long_betwixt_the_fingers	long betwixt the fingers	idiom		A2	derived	0.00
idm:long_drink	long drink	idiom		A2	derived	0.00
idm:long_finger	long finger	idiom		A2	derived	0.00
idm:long_fuse	long fuse	idiom		A2	derived	0.00
idm:long_green	long green	idiom		A2	derived	0.00
idm:long_hour	long hour	idiom		A2	derived	0.00
idm:long_in_coming	long in coming	idiom		A2	derived	0.00
idm:long_in_the_tooth	long in the tooth	idiom		A2	derived	0.00
idm:long_odds	long odds	idiom		A2	derived	0.00
idm:long_pork	long pork	idiom		A2	derived	0.00
idm:long_row_to_hoe	long row to hoe	idiom		A2	derived	0.00
idm:long_run	long run	idiom		A2	derived	0.00
idm:long_screwdriver	long screwdriver	idiom		A2	derived	0.00
idm:long_shot	long shot	idiom		A2	derived	0.00
idm:long_since	long since	idiom		A2	derived	0.00
idm:long_story_short	long story short	idiom		A2	derived	0.00
idm:long_time	long time	idiom		A2	derived	0.00
idm:long_time_no_hear	long time no hear	idiom		A2	derived	0.00
idm:long_time_no_see	long time no see	idiom		A2	derived	0.00
idm:look_ahere	look ahere	idiom		A2	derived	0.00
idm:look_around	look around	idiom		A2	derived	0.00
idm:look_as_if_one_had_lost_a_shilling_and_found_sixpence	look as if one had lost a shilling and found sixpence	idiom		A2	derived	0.00
idm:look_as_if_one_has_lost_a_shilling_and_found_sixpence	look as if one has lost a shilling and found sixpence	idiom		A2	derived	0.00
idm:look_askance	look askance	idiom		A2	derived	0.00
idm:look_before_one_leaps	look before one leaps	idiom		A2	derived	0.00
idm:look_down_on	look down on	idiom		A2	derived	0.00
idm:look_down_one_s_nose	look down one's nose	idiom		A2	derived	0.00
idm:look_down_upon	look down upon	idiom		A2	derived	0.00
idm:look_for_a_dog_to_kick	look for a dog to kick	idiom		A2	derived	0.00
idm:look_for_number_one	look for number one	idiom		A2	derived	0.00
idm:look_forward_to	look forward to	idiom		A2	derived	0.00
idm:look_here	look here	idiom		A2	derived	0.00
idm:look_into	look into	idiom		A2	derived	0.00
idm:look_off	look off	idiom		A2	derived	0.00
idm:look_on	look on	idiom		A2	derived	0.00
idm:look_on_the_bright_side	look on the bright side	idiom		A2	derived	0.00
idm:look_on_the_bright_side_of_it	look on the bright side of it	idiom		A2	derived	0.00
idm:look_on_the_dark_side	look on the dark side	idiom		A2	derived	0.00
idm:look_out	look out	idiom		A2	derived	0.00
idm:look_out_for_number_one	look out for number one	idiom		A2	derived	0.00
idm:look_out_for_someone	look out for someone	idiom		A2	derived	0.00
idm:look_over_one_s_shoulder	look over one's shoulder	idiom		A2	derived	0.00
idm:look_right_through	look right through	idiom		A2	derived	0.00
idm:look_round	look round	idiom		A2	derived	0.00
idm:look_the_other_way	look the other way	idiom		A2	derived	0.00
idm:look_the_part	look the part	idiom		A2	derived	0.00
idm:look_through	look through	idiom		A2	derived	0.00
idm:look_through_one_s_fingers	look through one's fingers	idiom		A2	derived	0.00
idm:look_to	look to	idiom		A2	derived	0.00
idm:look_up	look up	idiom		A2	derived	0.00
idm:look_up_and_down	look up and down	idiom		A2	derived	0.00
idm:look_up_to	look up to	idiom		A2	derived	0.00
idm:look_what_the_cat_s_dragged_in	look what the cat's dragged in	idiom		A2	derived	0.00
idm:loom_large	loom large	idiom		C2	derived	0.00
idm:loose_cannon	loose cannon	idiom		B1	derived	0.00
idm:loose_end	loose end	idiom		B1	derived	0.00
idm:loose_ends	loose ends	idiom		B1	derived	0.00
idm:loose_lip	loose lip	idiom		B1	derived	0.00
idm:loosen_someone_s_lips	loosen someone's lips	idiom		C1	derived	0.00
idm:loosen_someone_s_tongue	loosen someone's tongue	idiom		C1	derived	0.00
idm:loosen_the_apron_strings	loosen the apron strings	idiom		C1	derived	0.00
idm:loosen_the_purse_strings	loosen the purse strings	idiom		C1	derived	0.00
idm:loose_tongue	loose tongue	idiom		B1	derived	0.00
idm:lord_it_over	lord it over	idiom		B1	derived	0.00
idm:lord_of_gingerbread	lord of gingerbread	idiom		B1	derived	0.00
idm:lord_of_the_flies	lord of the flies	idiom		B1	derived	0.00
idm:lord_s_supper	lord's supper	idiom		C2	derived	0.00
idm:lord_willing_and_the_creek_don_t_rise	lord willing and the creek don't rise	idiom		B1	derived	0.00
idm:lose_count	lose count	idiom		B1	derived	0.00
idm:lose_face	lose face	idiom		B1	derived	0.00
idm:lose_ground	lose ground	idiom		B1	derived	0.00
idm:lose_it	lose it	idiom		B1	derived	0.00
idm:lose_one_s_battle	lose one's battle	idiom		B1	derived	0.00
idm:lose_one_s_bottle	lose one's bottle	idiom		B1	derived	0.00
idm:lose_one_s_cool	lose one's cool	idiom		B1	derived	0.00
idm:lose_one_s_head	lose one's head	idiom		B1	derived	0.00
idm:lose_one_s_heart	lose one's heart	idiom		B1	derived	0.00
idm:lose_one_s_mind	lose one's mind	idiom		B1	derived	0.00
idm:lose_one_s_shirt	lose one's shirt	idiom		B1	derived	0.00
idm:lose_one_s_shit	lose one's shit	idiom		B1	derived	0.00
idm:lose_one_s_temper	lose one's temper	idiom		B1	derived	0.00
idm:lose_one_s_tongue	lose one's tongue	idiom		B1	derived	0.00
idm:lose_one_s_touch	lose one's touch	idiom		B1	derived	0.00
idm:lose_one_s_virginity	lose one's virginity	idiom		B1	derived	0.00
idm:lose_one_s_wits	lose one's wits	idiom		B1	derived	0.00
idm:lose_patience	lose patience	idiom		B1	derived	0.00
idm:lose_the_bell	lose the bell	idiom		B1	derived	0.00
idm:lose_the_bubble	lose the bubble	idiom		B1	derived	0.00
idm:lose_the_number_of_one_s_mess	lose the number of one's mess	idiom		B1	derived	0.00
idm:lose_the_plot	lose the plot	idiom		B1	derived	0.00
idm:lose_touch	lose touch	idiom		B1	derived	0.00
idm:lose_track	lose track	idiom		B1	derived	0.00
idm:loss_of_face	loss of face	idiom		B2	derived	0.00
idm:lost_cause	lost cause	idiom		B1	derived	0.00
idm:lost_errand	lost errand	idiom		B1	derived	0.00
idm:lost_in_the_shuffle	lost in the shuffle	idiom		B1	derived	0.00
idm:lost_in_translation	lost in translation	idiom		B1	derived	0.00
idm:lost_on	lost on	idiom		B1	derived	0.00
idm:lost_to_the_world	lost to the world	idiom		B1	derived	0.00
idm:lost_to_time	lost to time	idiom		B1	derived	0.00
idm:louse_up	louse up	idiom		C1	derived	0.00
idm:love_at_first_sight	love at first sight	idiom		A2	derived	0.00
idm:love_away	love away	idiom		A2	derived	0.00
idm:love_buzz	love buzz	idiom		A2	derived	0.00
idm:love_goggles	love goggles	idiom		A2	derived	0.00
idm:love_it_or_lump_it	love it or lump it	idiom		A2	derived	0.00
idm:love_muscle	love muscle	idiom		A2	derived	0.00
idm:love_nest	love nest	idiom		A2	derived	0.00
idm:love_of_one_s_life	love of one's life	idiom		A2	derived	0.00
idm:low_blow	low blow	idiom		B1	derived	0.00
idm:lower_one_s_sights	lower one's sights	idiom		C1	derived	0.00
idm:lower_the_bar	lower the bar	idiom		C1	derived	0.00
idm:lower_the_boom	lower the boom	idiom		C1	derived	0.00
idm:low_hanging_fruit	low-hanging fruit	idiom		C2	derived	0.00
idm:low_on_the_totem_pole	low on the totem pole	idiom		B1	derived	0.00
idm:low_road	low road	idiom		B1	derived	0.00
idm:lubrication_payment	lubrication payment	idiom		C2	derived	0.00
idm:luck_of_the_draw	luck of the draw	idiom		A2	derived	0.00
idm:luck_out	luck out	idiom		A2	derived	0.00
idm:luck_through	luck through	idiom		A2	derived	0.00
idm:lucky_break	lucky break	idiom		A2	derived	0.00
idm:lucky_dip	lucky dip	idiom		A2	derived	0.00
idm:lucky_dog	lucky dog	idiom		A2	derived	0.00
idm:lucky_duckling	lucky duckling	idiom		A2	derived	0.00
idm:lucky_star	lucky star	idiom		A2	derived	0.00
idm:lump_in_one_s_throat	lump in one's throat	idiom		C1	derived	0.00
idm:lump_it	lump it	idiom		C1	derived	0.00
idm:lump_to_one_s_throat	lump to one's throat	idiom		C1	derived	0.00
idm:lush_it_up	lush it up	idiom		C1	derived	0.00
idm:made_for_each_other	made for each other	idiom		B1	derived	0.00
idm:made_for_life	made for life	idiom		B1	derived	0.00
idm:made_in_china	made in china	idiom		B1	derived	0.00
idm:made_in_japan	made in japan	idiom		B1	derived	0.00
idm:made_in_the_shade	made in the shade	idiom		B1	derived	0.00
idm:made_of_sterner_stuff	made of sterner stuff	idiom		B1	derived	0.00
idm:mad_money	mad money	idiom		B1	derived	0.00
idm:magic_asterisk	magic asterisk	idiom		B1	derived	0.00
idm:magic_box	magic box	idiom		B1	derived	0.00
idm:magic_bullet	magic bullet	idiom		B1	derived	0.00
idm:magic_touch	magic touch	idiom		B1	derived	0.00
idm:mail_it_in	mail it in	idiom		A2	derived	0.00
idm:main_character	main character	idiom		B2	derived	0.00
idm:main_event	main event	idiom		B2	derived	0.00
idm:main_man	main man	idiom		B2	derived	0.00
idm:main_street	main street	idiom		B2	derived	0.00
idm:make_a_better_door_than_a_window	make a better door than a window	idiom		A2	derived	0.00
idm:make_a_big_thing_out_of	make a big thing out of	idiom		A2	derived	0.00
idm:make_a_break_for_it	make a break for it	idiom		A2	derived	0.00
idm:make_a_career_of	make a career of	idiom		A2	derived	0.00
idm:make_a_case	make a case	idiom		A2	derived	0.00
idm:make_a_case_for	make a case for	idiom		A2	derived	0.00
idm:make_a_clean_breast	make a clean breast	idiom		A2	derived	0.00
idm:make_a_difference	make a difference	idiom		A2	derived	0.00
idm:make_a_fist_of	make a fist of	idiom		A2	derived	0.00
idm:make_a_go_of	make a go of	idiom		A2	derived	0.00
idm:make_a_grab	make a grab	idiom		A2	derived	0.00
idm:make_a_killing	make a killing	idiom		A2	derived	0.00
idm:make_a_leg	make a leg	idiom		A2	derived	0.00
idm:make_a_light	make a light	idiom		A2	derived	0.00
idm:make_all_the_difference	make all the difference	idiom		A2	derived	0.00
idm:make_a_meal_of	make a meal of	idiom		A2	derived	0.00
idm:make_amends	make amends	idiom		A2	derived	0.00
idm:make_a_mockery_of	make a mockery of	idiom		A2	derived	0.00
idm:make_a_monkey_out_of	make a monkey out of	idiom		A2	derived	0.00
idm:make_a_mountain_out_of_a_molehill	make a mountain out of a molehill	idiom		A2	derived	0.00
idm:make_a_move	make a move	idiom		A2	derived	0.00
idm:make_a_name_for_oneself	make a name for oneself	idiom		A2	derived	0.00
